battery_id,cycle,voltage_measured,current_measured,temperature_measured,voltage_charge,current_charge,capacity,internal_resistance,ambient_temperature,soh,rul
B0006,11,3.679,-2.011,23.04,4.2135,1.606,2.0283,0.02288,22.65,99.42,517
B0006,12,3.699,-2.0184,23.02,4.1818,1.5489,2.0187,0.02272,25.17,98.96,516
B0006,13,3.6885,-2.0772,26.75,4.1822,1.3807,2.027,0.02303,23.1,99.36,515
B0006,14,3.6694,-1.8334,23.19,4.2089,1.4717,2.0319,0.02239,22.26,99.61,514
B0006,15,3.7022,-2.0376,25.72,4.1972,1.4094,2.0243,0.02281,23.84,99.23,513
B0006,16,3.6899,-1.9301,24.09,4.1916,1.4525,2.0282,0.02158,23.18,99.42,512
B0006,17,3.6918,-2.1875,27.49,4.2117,1.3431,2.016,0.02254,22.86,98.82,511
B0006,18,3.6704,-1.882,23.97,4.1891,1.4932,2.0212,0.0243,22.64,99.08,510
B0006,19,3.7261,-1.8948,26.9,4.1951,1.4429,2.0165,0.02328,26.54,98.85,509
B0006,20,3.7115,-1.9903,25.51,4.219,1.503,2.0238,0.02299,23.56,99.21,508
B0006,21,3.713,-2.0227,25.67,4.221,1.4187,2.0184,0.02496,21.93,98.94,507
B0006,22,3.6873,-1.96,22.39,4.2214,1.5041,2.0214,0.02175,25.38,99.09,506
B0006,23,3.6585,-1.7711,22.09,4.1935,1.4793,2.0228,0.02205,24.54,99.16,505
B0006,24,3.7319,-2.1763,25.11,4.2161,1.5751,2.0193,0.02492,23.2,98.99,504
B0006,25,3.6913,-1.9218,25.86,4.1833,1.5706,2.0157,0.02331,23.07,98.81,503
B0006,26,3.6772,-2.0912,23.85,4.1838,1.5393,2.0069,0.02307,24.71,98.38,502
B0006,27,3.7002,-2.002,23.95,4.162,1.4837,2.0119,0.02216,23.82,98.62,501
B0006,28,3.7149,-2.0248,26.47,4.2223,1.5993,2.0076,0.02386,22.18,98.41,500
B0006,29,3.6908,-2.0428,26.51,4.1841,1.4223,2.0078,0.02401,25.93,98.42,499
B0006,30,3.7166,-2.001,25.5,4.1951,1.4298,2.0065,0.02242,23.74,98.36,498
B0006,31,3.7124,-2.1134,26.92,4.1832,1.4958,2.0018,0.02343,25.7,98.13,497
B0006,32,3.6689,-1.8971,24.02,4.2072,1.6127,1.9947,0.02328,25.52,97.78,496
B0006,33,3.6766,-2.1794,25.29,4.1911,1.4899,2.0016,0.02392,23.27,98.12,495
B0006,34,3.709,-1.946,28.33,4.177,1.4908,2.0058,0.0226,25.34,98.32,494
B0006,35,3.6352,-2.0327,25.99,4.2031,1.4279,1.9953,0.02502,23.69,97.81,493
B0006,36,3.6862,-2.1171,26.11,4.1749,1.5473,2.0026,0.02474,22.5,98.17,492
B0006,37,3.6603,-1.9798,29.41,4.1837,1.5477,2.0131,0.02351,23.97,98.68,491
B0006,38,3.6791,-2.1557,23.87,4.1646,1.5395,2.0067,0.02371,24.83,98.37,490
B0006,39,3.6823,-1.996,27.19,4.1747,1.4685,2.0094,0.02384,24.0,98.5,489
B0006,40,3.6808,-2.1423,28.52,4.1987,1.4647,2.0007,0.02325,24.18,98.07,488
B0006,41,3.6767,-1.9539,25.56,4.1664,1.4353,2.0044,0.02363,25.66,98.26,487
B0006,42,3.6655,-2.0924,27.35,4.1736,1.5042,1.9918,0.02386,24.65,97.64,486
B0006,43,3.7329,-2.0451,24.61,4.1957,1.446,1.9912,0.02579,23.72,97.61,485
B0006,44,3.7241,-1.9706,25.07,4.1874,1.4411,1.9774,0.02518,25.3,96.93,484
B0006,45,3.6633,-2.0773,26.69,4.2254,1.4788,2.0003,0.02521,24.82,98.06,483
B0006,46,3.7178,-2.0058,27.32,4.2229,1.4755,2.0014,0.0247,22.12,98.11,482
B0006,47,3.6779,-2.1514,27.81,4.1823,1.4731,1.9876,0.02326,25.09,97.43,481
B0006,48,3.6882,-1.9369,28.49,4.2036,1.5233,1.9884,0.02439,25.08,97.47,480
B0006,49,3.684,-1.8235,26.04,4.2063,1.504,1.9843,0.02545,24.73,97.27,479
B0006,50,3.6718,-1.7208,27.94,4.186,1.4856,1.9902,0.02328,25.62,97.56,478
B0006,51,3.7044,-1.9909,25.64,4.1725,1.5092,1.9936,0.02522,24.08,97.73,477
B0006,52,3.6869,-1.9212,27.51,4.1946,1.4504,1.975,0.02696,25.11,96.82,476
B0006,53,3.6746,-2.1781,26.46,4.1921,1.5053,1.9872,0.02575,23.22,97.41,475
B0006,54,3.6577,-1.8497,26.81,4.1881,1.5075,1.9819,0.02615,25.22,97.15,474
B0006,55,3.6656,-1.9224,26.78,4.2011,1.4248,1.9832,0.02501,26.78,97.22,473
B0006,56,3.6504,-2.0484,23.73,4.1831,1.5498,1.9843,0.02581,23.85,97.27,472
B0006,57,3.6831,-1.8763,24.44,4.177,1.4559,1.9793,0.02418,24.1,97.02,471
B0006,58,3.6587,-2.0254,26.26,4.1958,1.5045,1.9788,0.02574,24.16,97.0,470
B0006,59,3.677,-2.0458,23.57,4.1999,1.5582,1.977,0.02565,25.02,96.91,469
B0006,60,3.7094,-1.9525,27.33,4.1764,1.5463,1.9832,0.02534,23.84,97.22,468
B0006,61,3.7057,-2.1063,27.37,4.2078,1.5017,1.9788,0.02641,25.34,97.0,467
B0006,62,3.6808,-1.8978,26.54,4.1672,1.4819,1.9765,0.02461,25.77,96.89,466
B0006,63,3.6794,-2.1056,24.34,4.185,1.5474,1.9663,0.02501,25.47,96.39,465
B0006,64,3.7184,-2.105,28.07,4.1897,1.5337,1.9707,0.02535,23.18,96.61,464
B0006,65,3.6909,-2.091,29.03,4.184,1.4691,1.9775,0.02427,25.95,96.94,463
B0006,66,3.6736,-1.924,26.17,4.1849,1.4603,1.9712,0.02558,25.9,96.63,462
B0006,67,3.6514,-2.0617,26.69,4.2214,1.3964,1.9739,0.02369,25.8,96.76,461
B0006,68,3.6875,-2.1348,26.2,4.1804,1.5077,1.9796,0.0265,25.35,97.04,460
B0006,69,3.6959,-2.0606,26.66,4.2297,1.4959,1.9741,0.02555,25.2,96.77,459
B0006,70,3.6664,-2.0032,25.65,4.1996,1.5568,1.9673,0.02504,26.02,96.44,458
B0006,71,3.6845,-2.1181,25.74,4.1943,1.518,1.9625,0.02478,26.92,96.2,457
B0006,72,3.6711,-2.1152,27.12,4.1999,1.5667,1.949,0.02543,24.04,95.54,456
B0006,73,3.6744,-1.7889,29.24,4.2306,1.4651,1.9625,0.0264,26.08,96.2,455
B0006,74,3.628,-2.0861,23.58,4.1777,1.5569,1.9605,0.02631,24.91,96.1,454
B0006,75,3.6731,-2.0323,25.48,4.1757,1.4736,1.9638,0.02511,24.87,96.27,453
B0006,76,3.6966,-2.0367,23.83,4.1811,1.5389,1.9594,0.02502,23.46,96.05,452
B0006,77,3.6643,-2.0421,27.94,4.1928,1.4271,1.9574,0.02657,24.71,95.95,451
B0006,78,3.6777,-1.9379,24.63,4.1663,1.5118,1.9474,0.02525,24.0,95.46,450
B0006,79,3.6612,-1.9052,23.3,4.1924,1.4008,1.9515,0.02608,24.53,95.66,449
B0006,80,3.6832,-2.0306,26.37,4.2174,1.4866,1.9591,0.0262,23.89,96.03,448
B0006,81,3.6714,-2.1236,27.98,4.1942,1.522,1.9656,0.02643,24.54,96.35,447
B0006,82,3.6566,-1.8726,26.31,4.1874,1.474,1.9534,0.02703,24.57,95.76,446
B0006,83,3.7018,-2.0095,25.57,4.1824,1.4475,1.955,0.02496,25.07,95.83,445
B0006,84,3.6934,-1.827,25.83,4.2051,1.5423,1.9578,0.02437,23.35,95.97,444
B0006,85,3.6624,-2.2246,27.29,4.1791,1.4948,1.9459,0.02576,23.51,95.39,443
B0006,86,3.6842,-1.9805,23.8,4.2191,1.4755,1.9521,0.02818,25.31,95.69,442
B0006,87,3.6846,-1.8081,24.89,4.2203,1.5021,1.9442,0.02845,24.14,95.3,441
B0006,88,3.6864,-2.0353,24.32,4.1951,1.6318,1.953,0.02831,26.0,95.73,440
B0006,89,3.6394,-2.0225,23.19,4.1909,1.5577,1.9476,0.02634,25.14,95.47,439
B0006,90,3.6931,-1.9704,24.4,4.2065,1.5581,1.9474,0.0248,25.51,95.46,438
B0006,91,3.6613,-2.0559,26.49,4.2073,1.5218,1.9397,0.02429,26.3,95.08,437
B0006,92,3.6652,-2.0312,25.62,4.1787,1.5083,1.9478,0.02607,24.56,95.48,436
B0006,93,3.7249,-2.0338,25.68,4.1828,1.3802,1.9552,0.02654,24.29,95.84,435
B0006,94,3.6778,-2.0627,24.88,4.1708,1.4661,1.9352,0.02809,25.72,94.86,434
B0006,95,3.6638,-1.8771,25.38,4.1966,1.476,1.9382,0.02771,25.34,95.01,433
B0006,96,3.6271,-1.9539,23.34,4.2004,1.4063,1.9406,0.02712,24.62,95.13,432
B0006,97,3.6987,-1.9749,24.01,4.1701,1.4421,1.943,0.02606,26.18,95.24,431
B0006,98,3.6437,-1.9191,24.71,4.1834,1.401,1.9337,0.02604,24.56,94.79,430
B0006,99,3.6502,-2.0264,24.78,4.1699,1.4981,1.9187,0.0273,24.79,94.05,429
B0006,100,3.6634,-2.0774,24.78,4.1765,1.5409,1.9433,0.0278,24.75,95.26,428
B0006,101,3.698,-2.0603,24.03,4.1982,1.5553,1.9386,0.02754,23.78,95.03,427
B0006,102,3.6849,-1.9998,23.61,4.1788,1.5207,1.9222,0.02617,24.77,94.22,426
B0006,103,3.6659,-2.1059,28.86,4.1852,1.4518,1.9281,0.02791,26.06,94.51,425
B0006,104,3.675,-2.05,25.42,4.1652,1.4034,1.9403,0.02773,25.09,95.11,424
B0006,105,3.6565,-2.0516,24.62,4.1923,1.4122,1.9385,0.02629,24.65,95.03,423
B0006,106,3.671,-1.7875,23.59,4.1887,1.4366,1.9344,0.02662,24.43,94.82,422
B0006,107,3.6694,-2.2774,23.21,4.1784,1.4556,1.9265,0.02815,24.9,94.43,421
B0006,108,3.687,-2.018,23.63,4.1864,1.492,1.927,0.02728,25.29,94.46,420
B0006,109,3.6866,-1.8274,24.21,4.1918,1.4493,1.9246,0.02915,25.12,94.34,419
B0006,110,3.6769,-1.9878,20.89,4.1768,1.5169,1.9313,0.02812,24.15,94.67,418
B0006,111,3.6595,-1.9247,21.3,4.1668,1.4884,1.9179,0.02718,24.78,94.02,417
B0006,112,3.6812,-1.99,22.64,4.2159,1.5005,1.9173,0.02771,24.91,93.99,416
B0006,113,3.6643,-2.0667,23.86,4.1792,1.557,1.9274,0.02783,23.39,94.48,415
B0006,114,3.6442,-2.2242,23.13,4.1871,1.441,1.9198,0.02709,24.54,94.11,414
B0006,115,3.6574,-1.9795,25.65,4.2037,1.5209,1.9275,0.02696,22.18,94.49,413
B0006,116,3.6669,-2.0776,21.16,4.2413,1.4993,1.9139,0.02863,24.79,93.82,412
B0006,117,3.6831,-2.08,22.21,4.1696,1.4833,1.9166,0.02882,24.94,93.95,411
B0006,118,3.6609,-2.0499,25.56,4.1949,1.5443,1.9102,0.02863,24.99,93.64,410
B0006,119,3.6401,-1.8255,23.43,4.1775,1.544,1.9149,0.0296,23.81,93.87,409
B0006,120,3.6651,-1.7595,24.51,4.1799,1.4527,1.9047,0.02759,24.48,93.37,408
B0006,121,3.666,-1.9783,26.21,4.1771,1.4909,1.9097,0.02986,25.57,93.61,407
B0006,122,3.6671,-2.0465,22.05,4.1709,1.5141,1.9028,0.02733,25.52,93.28,406
B0006,123,3.6815,-2.1177,22.9,4.1871,1.4863,1.9148,0.02727,24.04,93.86,405
B0006,124,3.6832,-1.9531,22.59,4.1655,1.5293,1.9139,0.02658,24.18,93.82,404
B0006,125,3.6506,-1.8217,20.03,4.2017,1.5141,1.8978,0.02794,25.11,93.03,403
B0006,126,3.6499,-2.0247,22.45,4.1882,1.5916,1.9155,0.02794,22.46,93.9,402
B0006,127,3.6411,-2.2379,24.2,4.1936,1.4235,1.9216,0.02902,23.6,94.2,401
B0006,128,3.6756,-1.933,23.65,4.1802,1.4939,1.9055,0.02879,25.22,93.41,400
B0006,129,3.6903,-1.9015,23.74,4.1816,1.4546,1.9003,0.0274,24.83,93.15,399
B0006,130,3.6547,-2.1586,22.21,4.1913,1.5302,1.9204,0.02826,24.18,94.14,398
B0006,131,3.6559,-1.9824,21.75,4.1694,1.4191,1.894,0.02833,22.27,92.84,397
B0006,132,3.6897,-1.9549,24.61,4.1814,1.5173,1.9011,0.02698,23.69,93.19,396
B0006,133,3.6702,-2.0073,21.93,4.1738,1.4685,1.901,0.02782,23.11,93.19,395
B0006,134,3.6685,-2.0791,23.09,4.1732,1.4633,1.9071,0.02808,23.99,93.49,394
B0006,135,3.6357,-1.8984,22.87,4.1549,1.4277,1.9,0.03034,22.81,93.14,393
B0006,136,3.6728,-2.0403,24.79,4.2065,1.4767,1.8937,0.02915,22.55,92.83,392
B0006,137,3.6403,-2.1485,24.03,4.176,1.5542,1.8898,0.02967,21.47,92.64,391
B0006,138,3.6359,-2.2049,20.61,4.2037,1.4987,1.8925,0.02756,24.72,92.77,390
B0006,139,3.6514,-1.8739,20.75,4.2021,1.5314,1.8874,0.03031,23.06,92.52,389
B0006,140,3.6463,-1.9383,23.39,4.1667,1.5832,1.8928,0.03047,23.57,92.78,388
B0006,141,3.6533,-1.9912,22.41,4.1696,1.5132,1.888,0.02722,23.37,92.55,387
B0006,142,3.6286,-2.044,21.81,4.2242,1.4721,1.8812,0.02856,22.27,92.22,386
B0006,143,3.6763,-2.0529,24.0,4.212,1.5234,1.897,0.02982,22.03,92.99,385
B0006,144,3.6794,-2.1076,22.75,4.1851,1.4728,1.8852,0.03002,22.25,92.41,384
B0006,145,3.6176,-2.0431,22.54,4.1894,1.4748,1.8794,0.02875,22.49,92.13,383
B0006,146,3.6758,-2.212,23.62,4.1759,1.424,1.8851,0.02917,23.53,92.4,382
B0006,147,3.6397,-2.0736,21.89,4.1918,1.5463,1.8854,0.02893,22.33,92.42,381
B0006,148,3.6727,-2.0311,24.8,4.1744,1.4807,1.8733,0.02969,24.83,91.83,380
B0006,149,3.6539,-1.939,21.27,4.1546,1.5091,1.8849,0.03083,24.07,92.4,379
B0006,150,3.6556,-2.004,23.44,4.1652,1.4482,1.8754,0.02891,23.81,91.93,378
B0006,151,3.651,-1.9205,24.6,4.1852,1.5218,1.8912,0.03074,22.84,92.71,377
B0006,152,3.6786,-1.8651,20.39,4.1678,1.4619,1.8829,0.02901,24.43,92.3,376
B0006,153,3.6293,-1.8942,21.95,4.1837,1.4929,1.8762,0.02899,22.66,91.97,375
B0006,154,3.666,-1.9529,24.19,4.1685,1.5439,1.873,0.03071,22.8,91.81,374
B0006,155,3.6755,-1.9988,24.23,4.1728,1.5395,1.8759,0.03086,22.96,91.95,373
B0006,156,3.6675,-2.0981,22.25,4.1972,1.4989,1.8792,0.03085,23.45,92.12,372
B0006,157,3.6994,-1.926,21.42,4.188,1.4116,1.8742,0.02873,23.34,91.87,371
B0006,158,3.642,-1.832,23.97,4.1841,1.6496,1.872,0.02963,22.19,91.76,370
B0006,159,3.6714,-1.9658,24.33,4.1973,1.5873,1.8726,0.03097,22.09,91.79,369
B0006,160,3.6499,-1.8083,20.83,4.1912,1.5361,1.8675,0.03024,23.22,91.54,368
B0006,161,3.6764,-2.1526,20.8,4.2056,1.4623,1.868,0.02918,23.26,91.57,367
B0006,162,3.6512,-2.1154,22.96,4.1769,1.4943,1.8563,0.03076,22.11,90.99,366
B0006,163,3.6433,-1.9145,23.6,4.1773,1.4728,1.8739,0.02964,20.87,91.86,365
B0006,164,3.6769,-1.9736,22.23,4.1641,1.5632,1.8687,0.0322,22.21,91.6,364
B0006,165,3.6407,-1.8686,23.73,4.1771,1.5131,1.8611,0.03201,23.01,91.23,363
B0006,166,3.6219,-2.0015,21.68,4.1979,1.4608,1.8764,0.03112,24.15,91.98,362
B0006,167,3.6396,-2.0868,19.61,4.2028,1.4765,1.8642,0.03193,21.1,91.38,361
B0006,168,3.662,-2.0214,22.18,4.1976,1.5561,1.8563,0.03068,21.84,90.99,360
B0006,169,3.6771,-2.1533,22.95,4.1562,1.58,1.8668,0.03144,21.84,91.51,359
B0006,170,3.6512,-2.1129,22.48,4.1992,1.5764,1.8629,0.0322,23.54,91.32,358
B0006,171,3.6751,-1.9028,21.19,4.1553,1.5379,1.8619,0.03102,22.11,91.27,357
B0006,172,3.6212,-1.9127,20.25,4.1963,1.4874,1.8558,0.03057,21.2,90.97,356
B0006,173,3.6392,-1.9637,22.25,4.1772,1.3379,1.8601,0.02917,22.63,91.18,355
B0006,174,3.642,-2.1721,24.41,4.1931,1.5149,1.8546,0.03085,21.63,90.91,354
B0006,175,3.6452,-2.0358,25.0,4.1625,1.4999,1.8586,0.0318,20.78,91.11,353
B0006,176,3.6489,-2.1225,24.94,4.2,1.507,1.8424,0.03198,21.07,90.32,352
B0006,177,3.6607,-1.8823,21.98,4.1603,1.5027,1.8504,0.03159,23.66,90.7,351
B0006,178,3.6377,-2.0584,21.53,4.1722,1.4337,1.8625,0.0306,22.28,91.3,350
B0006,179,3.6491,-2.1086,24.06,4.1671,1.5279,1.8462,0.02921,21.97,90.5,349
B0006,180,3.6451,-1.997,24.32,4.1557,1.5316,1.8461,0.03075,21.57,90.5,348
B0006,181,3.6272,-2.064,24.02,4.1833,1.5341,1.846,0.03099,22.08,90.49,347
B0006,182,3.6431,-1.8516,20.45,4.2089,1.5473,1.8403,0.03103,22.04,90.21,346
B0006,183,3.6422,-2.0735,22.23,4.2217,1.5302,1.8331,0.03202,22.02,89.86,345
B0006,184,3.6415,-2.1399,23.54,4.1831,1.4795,1.8441,0.03344,21.81,90.4,344
B0006,185,3.6451,-2.2153,24.38,4.1983,1.4965,1.8453,0.03163,22.53,90.46,343
B0006,186,3.6457,-2.0031,24.86,4.1849,1.5046,1.8431,0.03134,21.65,90.35,342
B0006,187,3.6353,-2.0562,23.98,4.1888,1.5054,1.8415,0.03135,20.62,90.27,341
B0006,188,3.6691,-2.1429,24.32,4.1761,1.5499,1.8415,0.03178,20.96,90.27,340
B0006,189,3.6199,-1.8811,24.02,4.184,1.5322,1.8465,0.03088,19.56,90.51,339
B0006,190,3.6286,-1.9333,24.98,4.1891,1.6039,1.838,0.03188,23.54,90.1,338
B0006,191,3.6983,-2.0028,24.48,4.1722,1.6103,1.8346,0.03226,22.35,89.93,337
B0006,192,3.6216,-1.8636,24.18,4.1796,1.504,1.8353,0.03208,20.63,89.97,336
B0006,193,3.615,-1.9337,23.74,4.1798,1.3082,1.8395,0.03238,21.15,90.17,335
B0006,194,3.6565,-2.0823,24.33,4.193,1.5618,1.8435,0.0324,20.77,90.37,334
B0006,195,3.6,-2.1039,25.0,4.1645,1.473,1.83,0.03025,22.92,89.7,333
B0006,196,3.6365,-1.9182,24.74,4.1796,1.4599,1.8333,0.03271,19.94,89.87,332
B0006,197,3.6838,-1.9604,24.97,4.209,1.4801,1.8337,0.03146,21.45,89.89,331
B0006,198,3.6097,-1.983,26.48,4.1977,1.4777,1.8245,0.03108,21.2,89.44,330
B0006,199,3.6007,-2.0846,24.93,4.2003,1.5306,1.8297,0.03113,22.12,89.69,329
B0006,200,3.61,-1.9392,23.63,4.1804,1.422,1.8195,0.03272,21.16,89.19,328
B0006,201,3.6577,-2.0755,25.99,4.1847,1.4461,1.8166,0.03211,19.49,89.05,327
B0006,202,3.6619,-2.0102,22.68,4.1948,1.5172,1.8286,0.03071,20.98,89.64,326
B0006,203,3.6288,-1.8553,23.18,4.2031,1.5311,1.8229,0.03292,20.24,89.36,325
B0006,204,3.6525,-2.0661,25.37,4.1503,1.5321,1.8254,0.03105,21.27,89.48,324
B0006,205,3.6663,-2.1573,25.7,4.1598,1.4606,1.823,0.03268,22.61,89.36,323
B0006,206,3.6739,-2.1053,23.13,4.199,1.4511,1.8161,0.03283,19.42,89.02,322
B0006,207,3.633,-1.9006,24.48,4.1751,1.4747,1.8207,0.03353,20.34,89.25,321
B0006,208,3.5916,-1.9745,24.21,4.1691,1.512,1.8124,0.03448,20.57,88.84,320
B0006,209,3.6209,-2.0129,24.45,4.1603,1.5743,1.8273,0.03139,20.73,89.58,319
B0006,210,3.6285,-2.0509,26.66,4.1707,1.3976,1.8095,0.03275,21.84,88.7,318
B0006,211,3.6315,-1.9515,26.37,4.1579,1.489,1.8155,0.03258,20.91,88.99,317
B0006,212,3.6326,-2.0849,25.34,4.2102,1.4334,1.8092,0.03334,21.49,88.69,316
B0006,213,3.6585,-1.9694,24.61,4.1784,1.4174,1.818,0.03318,20.44,89.12,315
B0006,214,3.6613,-2.0731,23.47,4.1777,1.5483,1.8115,0.03266,21.28,88.8,314
B0006,215,3.6321,-2.0898,27.68,4.1873,1.5272,1.8092,0.03262,21.82,88.69,313
B0006,216,3.6572,-2.0637,26.5,4.1928,1.5225,1.8166,0.032,20.3,89.05,312
B0006,217,3.6421,-2.0375,24.61,4.1925,1.5461,1.8105,0.03416,21.81,88.75,311
B0006,218,3.6359,-2.0049,26.81,4.1943,1.476,1.8124,0.03368,21.07,88.84,310
B0006,219,3.6524,-1.9765,25.68,4.1686,1.4784,1.8021,0.03419,22.06,88.34,309
B0006,220,3.6354,-2.3688,25.4,4.1735,1.6093,1.7985,0.03302,20.81,88.16,308
B0006,221,3.6749,-2.0808,26.54,4.1894,1.4877,1.8066,0.03272,21.39,88.56,307
B0006,222,3.6046,-2.0392,24.83,4.1699,1.5368,1.803,0.03235,20.96,88.38,306
B0006,223,3.6228,-1.8495,25.48,4.1776,1.5003,1.8077,0.03384,20.91,88.61,305
B0006,224,3.6303,-2.108,26.22,4.1836,1.4076,1.8023,0.0325,21.26,88.35,304
B0006,225,3.6413,-1.9837,25.34,4.1893,1.3978,1.803,0.03544,21.54,88.38,303
B0006,226,3.6576,-1.8505,27.14,4.1507,1.4711,1.7907,0.03233,19.75,87.78,302
B0006,227,3.6314,-2.1313,28.98,4.188,1.5528,1.8111,0.03397,22.44,88.78,301
B0006,228,3.6032,-1.9606,25.09,4.1737,1.5394,1.7975,0.03531,19.14,88.11,300
B0006,229,3.6482,-2.0802,23.77,4.1877,1.5457,1.8017,0.0344,20.32,88.32,299
B0006,230,3.6461,-2.0505,23.31,4.1887,1.4506,1.7912,0.03402,20.92,87.81,298
B0006,231,3.5919,-2.0803,26.12,4.201,1.5808,1.7972,0.03293,21.43,88.1,297
B0006,232,3.6303,-2.0732,25.39,4.1971,1.4518,1.7862,0.03257,22.6,87.56,296
B0006,233,3.5983,-1.7278,26.73,4.1969,1.5106,1.7959,0.03478,19.17,88.03,295
B0006,234,3.6165,-1.9156,26.65,4.1983,1.4995,1.7899,0.03556,20.53,87.74,294
B0006,235,3.6114,-1.8898,24.08,4.1809,1.4913,1.7912,0.03367,18.92,87.8,293
B0006,236,3.6454,-1.9508,23.8,4.1769,1.5669,1.7942,0.03302,21.08,87.95,292
B0006,237,3.6312,-2.1606,26.99,4.1894,1.4647,1.7813,0.03176,21.33,87.32,291
B0006,238,3.6029,-1.9605,26.78,4.1872,1.4325,1.7836,0.03329,22.66,87.43,290
B0006,239,3.6459,-1.8927,25.96,4.1715,1.501,1.7895,0.03421,21.21,87.72,289
B0006,240,3.5993,-2.0853,24.14,4.1821,1.48,1.7985,0.03597,22.14,88.16,288
B0006,241,3.6343,-1.9035,27.35,4.1754,1.6689,1.7837,0.0351,21.7,87.44,287
B0006,242,3.6111,-1.9296,28.57,4.163,1.5338,1.7871,0.03478,20.69,87.6,286
B0006,243,3.6198,-1.8148,27.1,4.1951,1.4795,1.7818,0.03413,19.73,87.34,285
B0006,244,3.6369,-2.0418,25.43,4.1764,1.4472,1.7932,0.034,21.43,87.9,284
B0006,245,3.6369,-2.1098,26.78,4.2062,1.406,1.7696,0.03604,19.68,86.74,283
B0006,246,3.6529,-2.0362,24.67,4.151,1.4487,1.7798,0.03489,22.49,87.24,282
B0006,247,3.6243,-1.8564,28.32,4.1669,1.5057,1.7682,0.03264,21.05,86.68,281
B0006,248,3.6317,-2.1828,26.86,4.1757,1.5714,1.7617,0.03412,22.42,86.36,280
B0006,249,3.6165,-2.2068,24.09,4.1922,1.5561,1.7778,0.03398,20.77,87.15,279
B0006,250,3.6286,-1.9911,26.3,4.181,1.5115,1.7758,0.03435,21.54,87.05,278
B0006,251,3.6335,-2.0443,27.45,4.1796,1.4838,1.7721,0.03551,21.5,86.87,277
B0006,252,3.6224,-1.9992,26.25,4.1579,1.5134,1.7721,0.03489,21.27,86.87,276
B0006,253,3.588,-1.9055,26.34,4.1573,1.4741,1.7907,0.03498,20.9,87.78,275
B0006,254,3.6304,-2.0553,24.91,4.1794,1.5859,1.769,0.03642,21.75,86.72,274
B0006,255,3.6308,-2.1873,27.59,4.154,1.4905,1.7727,0.03446,20.46,86.9,273
B0006,256,3.6096,-1.7956,25.76,4.1664,1.4957,1.7645,0.03707,20.2,86.5,272
B0006,257,3.5972,-2.0997,23.49,4.1818,1.3892,1.7692,0.03459,22.68,86.73,271
B0006,258,3.6521,-2.1059,26.15,4.1595,1.4902,1.7649,0.0354,22.19,86.51,270
B0006,259,3.6321,-1.8896,28.17,4.1982,1.5418,1.7627,0.03509,21.55,86.41,269
B0006,260,3.6174,-2.0384,26.1,4.1924,1.4466,1.7753,0.03554,23.18,87.03,268
B0006,261,3.599,-2.0063,29.27,4.1503,1.4625,1.7703,0.03592,21.27,86.78,267
B0006,262,3.605,-1.9517,27.29,4.1598,1.5396,1.7629,0.03596,22.89,86.42,266
B0006,263,3.6472,-1.8916,27.13,4.1394,1.4262,1.7469,0.03482,21.78,85.63,265
B0006,264,3.6236,-2.0333,26.41,4.1619,1.5529,1.7577,0.03451,20.61,86.16,264
B0006,265,3.6095,-1.848,26.47,4.185,1.4734,1.7754,0.03818,23.51,87.03,263
B0006,266,3.6304,-2.2136,26.16,4.1672,1.4806,1.7563,0.03525,22.68,86.09,262
B0006,267,3.6036,-1.924,26.07,4.1802,1.4438,1.7634,0.03649,21.6,86.44,261
B0006,268,3.6496,-2.084,27.29,4.1504,1.5189,1.7644,0.03423,22.48,86.49,260
B0006,269,3.6464,-1.8628,25.06,4.1851,1.623,1.7559,0.03561,21.39,86.07,259
B0006,270,3.6097,-1.9858,24.81,4.1647,1.5391,1.7483,0.03582,22.65,85.7,258
B0006,271,3.6061,-2.0673,24.71,4.1731,1.4568,1.7375,0.03647,19.47,85.17,257
B0006,272,3.566,-1.9337,29.43,4.1714,1.5568,1.7555,0.03333,20.87,86.05,256
B0006,273,3.5885,-1.9107,27.11,4.1536,1.4842,1.7452,0.03627,22.91,85.55,255
B0006,274,3.591,-1.9358,26.74,4.1553,1.5687,1.7502,0.035,21.71,85.8,254
B0006,275,3.6202,-2.103,24.65,4.187,1.5403,1.7404,0.03653,22.21,85.32,253
B0006,276,3.6107,-2.0484,27.13,4.1784,1.3528,1.7454,0.03522,20.69,85.56,252
B0006,277,3.59,-2.0004,25.98,4.1881,1.4498,1.7461,0.03546,23.92,85.6,251
B0006,278,3.611,-2.0041,26.43,4.1771,1.5472,1.7465,0.03609,23.3,85.61,250
B0006,279,3.6264,-1.925,24.6,4.1742,1.5076,1.737,0.03536,21.95,85.15,249
B0006,280,3.6266,-2.2015,26.26,4.1461,1.4488,1.75,0.03599,21.78,85.79,248
B0006,281,3.5777,-1.9666,25.33,4.1678,1.4683,1.738,0.03533,23.25,85.2,247
B0006,282,3.6128,-2.029,24.77,4.1714,1.4047,1.7303,0.03474,24.25,84.82,246
B0006,283,3.5874,-2.0839,26.97,4.201,1.4956,1.7388,0.03764,23.26,85.24,245
B0006,284,3.6328,-2.0742,23.51,4.1819,1.6105,1.7386,0.03538,24.51,85.23,244
B0006,285,3.6302,-2.0215,26.61,4.1945,1.5402,1.7383,0.03655,21.46,85.21,243
B0006,286,3.5962,-2.3601,26.74,4.1804,1.6095,1.7446,0.03754,21.6,85.52,242
